service,category,ports,iana_descriptions,nmap_descriptions,iana_references,rationale,additional_source,evidence_basis,cisco_category,cisco_subcategory,cisco_source
kiosk,other,1061/tcp; 1061/udp,KIOSK,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
kip,identity,2112/tcp,,idonix-metanet | IP over kerberos | Idonix MetaNet,,Documented purpose: kerberos,,registry description / named protocol interpretation,,,
kis,other,186/tcp; 186/udp,KIS Protocol,KIS Protocol,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,other,other,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/k.html
kitim,chat,35354/tcp,KIT Messenger,KIT Messenger,,"Human messaging, discussion/news, SMS/paging, or chat session communication.",,registry description / named protocol interpretation,,,
kjtsiteserver,other,1339/tcp; 1339/udp,kjtsiteserver,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
klio,other,7697/tcp; 7697/udp,KLIO communications,KLIO communications,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
klogin,remote,543/tcp; 543/udp,,Kerberos (v4/v5),,Kerberos-authenticated remote login.,,registry description / named protocol interpretation,net-admin,remote-access-terminal,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/k.html
kme-trap-port,printing,2081/tcp; 2081/udp,KME PRINTER TRAP PORT,KME PRINTER TRAP PORT,,Documented purpose: PRINTER,,registry description / named protocol interpretation,,,
kmip,identity,5696/tcp,Key Management Interoperability Protocol,Key Management Interoperability Protocol,,Cryptographic key and certificate management protocol.,https://www.oasis-open.org/standard/kmip-spec-2-1/,additional primary documentation,,,
kmscontrol,other,1773/tcp; 1773/udp,KMSControl,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
knet-cmp,other,157/tcp; 157/udp,KNET/VM Command/Message Protocol,KNET/VM Command/Message Protocol,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,other,other,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/k.html
knetd,other,2053/tcp,,lot105-ds-upd | Lot105 DSuper Updates,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
kofax-svr,other,2424/tcp; 2424/udp,KOFAX-SVR,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
konshus-lm,licensing,2294/tcp; 2294/udp,Konshus License Manager (FLEX),Konshus License Manager (FLEX),,Software license management/verification identified in the source description.,,registry description / named protocol interpretation,,,
konspire2b,files,6085/tcp; 6085/udp,konspire2b p2p network,konspire2b p2p network,,Peer-to-peer content distribution. Corroborated against Cisco protocol reference.,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/k.html,Cisco protocol-reference corroboration,consumer-file-sharing,p2p-file-transfer,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/k.html
kopek-httphead,web,27504/tcp; 27504/udp,Kopek HTTP Head Port,Kopek HTTP Head Port,,Documented purpose: HTTP,,registry description / named protocol interpretation,,,
kpasswd,identity,761/tcp,kpasswd,"rxe | kpwd Kerberos (v4) ""passwd""",,Documented purpose: kpasswd,,registry description / named protocol interpretation,net-admin,authentication-services,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/k.html
kpasswd5,identity,464/tcp; 464/udp,,Kerberos (v5) | Kerberos (v5) | kpasswd,,Kerberos password service.,,registry description / named protocol interpretation,,,
kpdp,industrial,5253/tcp,Kohler Power Device Protocol,Kohler Power Device Protocol,,"Physical device/process automation, industrial control, metering, building control, robotics, or industrial telemetry.",,registry description / named protocol interpretation,,,
kpn-icw,media,3699/tcp; 3699/udp,Internet Call Waiting,Internet Call Waiting,,"Audio/video delivery, telephony, conferencing, broadcast control, or media session support.",,registry description / named protocol interpretation,,,
kpop,email,1109/tcp,,Pop with Kerberos,,Email access or routing; HTTP/Kerberos/routing terminology does not change the application purpose.,,registry description / named protocol interpretation,,,
krb524,identity,4444/tcp; 4444/udp,KRB524,nv-video | Kerberos 5 to 4 ticket xlator | NV Video default,,Kerberos ticket translation; unrelated alternative port use is not the named service.,,registry description / named protocol interpretation,,,
krb5gatekeeper,other,1318/tcp; 1318/udp,krb5gatekeeper,,,"A likely purpose can be guessed from the abbreviated product/service name, but the available description is insufficient for a defensible specific assignment.",,fallback; see rationale,,,
krb_prop,identity,754/tcp,,tell | kerberos/v5 server propagation | send,,Documented purpose: kerberos,,registry description / named protocol interpretation,,,
krbupdate,identity,760/tcp,,ns | kreg Kerberos (v4) registration,,Documented purpose: Kerberos,,registry description / named protocol interpretation,,,
kryptolan,other,398/tcp; 398/udp,Kryptolan,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,other,other,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/k.html
kshell,remote,544/tcp; 544/udp,krcmd,krcmd Kerberos (v4/v5) | krcmd Kerberos (v4/v5) | krcmd,,Kerberos-authenticated remote shell.,,registry description / named protocol interpretation,net-admin,remote-access-terminal,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/k.html
ksysguard,management,3112/tcp; 3112/udp,KDE System Guard,KDE System Guard,,"System administration, diagnostics, flow accounting, logging, or monitoring.",,registry description / named protocol interpretation,,,
ktelnet,remote,6623/tcp; 6623/udp,Kerberos V5 Telnet,Kerberos V5 Telnet,,"Remote shell/login, regardless of authentication mechanism.",,registry description / named protocol interpretation,,,
kti-icad-srvr,discovery,6701/udp,KTI/ICAD Nameserver,KTI/ICAD Nameserver,,"Named directory, service location, name binding, endpoint mapping, or discovery service.",,registry description / named protocol interpretation,,,
ktickets-rest,other,4331/tcp,ktickets REST API for event management and ticketing systems (embedded POS devices),ktickets REST API for event management and ticketing systems (embedded POS devices),,Known specialized ticketing/calendar application; outside the selected core categories.,,fallback; see rationale,,,
kuang2,other,17300/tcp,,Kuang2 backdoor,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
kv-agent,other,3361/tcp; 3361/udp,KV Agent,KV Agent,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
kv-server,other,3360/tcp; 3360/udp,KV Server,KV Server,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
kvm-via-ip,management,1132/tcp; 1132/udp,KVM-via-IP Management Service,KVM-via-IP Management Service,,"Named endpoint provides administration, configuration, diagnostics, monitoring, or system management; its transport does not determine the category.",,registry description / named protocol interpretation,,,
kwdb-commn,other,1127/udp,KWDB Remote Communication,KWDB Remote Communication,,The source does not establish a general database/storage purpose; further product documentation is needed.,,fallback; see rationale,,,
kwtc,other,4566/tcp; 4566/udp,Kids Watch Time Control Service,Kids Watch Time Control Service,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
kx,remote,2111/tcp,,dsatp | X over kerberos | OPNET Dynamic Sampling Agent Transaction Protocol,,"Remote desktop/application display, remote login, or display support.",,registry description / named protocol interpretation,,,
kyoceranetdev,other,1063/tcp; 1063/udp,KyoceraNetDev,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
kz-migr,other,8102/tcp,Oracle Kernel zones migration server,Oracle Kernel zones migration server,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
l-acoustics,management,4432/tcp,L-ACOUSTICS management,L-ACOUSTICS management,,Documented purpose: management,,registry description / named protocol interpretation,,,
l2c-control,industrial,4371/tcp,LAN2CAN Control,l2c-disc | LAN2CAN Control | LAN2CAN Discovery,,"Physical device/process automation, industrial control, metering, building control, robotics, or industrial telemetry.",,registry description / named protocol interpretation,,,
l2c-data,industrial,4372/tcp; 4372/udp,LAN2CAN Data,LAN2CAN Data,,"Physical device/process automation, industrial control, metering, building control, robotics, or industrial telemetry.",,registry description / named protocol interpretation,,,
l2c-disc,discovery,4371/udp,LAN2CAN Discovery,LAN2CAN Discovery,,Documented purpose: Discovery,,registry description / named protocol interpretation,,,
l2f,network,1701/tcp,l2f,l2tp,,"Network/telecom addressing, routing, forwarding, encapsulation, synchronization, or control signaling.",,registry description / named protocol interpretation,,,
l3-exprt,other,2840/tcp; 2840/udp,l3-exprt,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
l3-hawk,other,2842/tcp; 2842/udp,l3-hawk,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
l3-hbmon,other,2370/tcp; 2370/udp,L3-HBMon,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
l3-ranger,other,2841/tcp; 2841/udp,l3-ranger,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
l3t-at-an,network,4591/tcp; 4591/udp,HRPD L3T (AT-AN),HRPD L3T (AT-AN),,"Network/telecom addressing, routing, forwarding, encapsulation, synchronization, or control signaling.",,registry description / named protocol interpretation,,,
